dates,close,index,evt
11/11/2002,0.916,12773.7,0
11/12/2002,0.879,12097.5,0
11/13/2002,0.842,12417.1,0
11/14/2002,0.842,12971.1,0
11/15/2002,0.867,13597.6,0
11/18/2002,0.867,14058.4,0
11/19/2002,0.842,13387.9,0
11/20/2002,0.842,13292,0
11/21/2002,0.855,13811.1,0
11/22/2002,0.842,13501.4,0
11/25/2002,0.83,13052.9,0
11/26/2002,0.793,12824.3,0
11/27/2002,0.793,13036.9,0
11/28/2002,0.805,12923.8,0
11/29/2002,0.793,13300.4,0
12/2/2002,0.793,13364.2,0
12/3/2002,0.78,13226.4,0
12/4/2002,0.793,13287.3,0
12/5/2002,0.793,13287.3,0
12/6/2002,0.793,13287.3,0
12/9/2002,0.793,12703.8,0
12/10/2002,0.817,13047.8,0
12/11/2002,0.83,12717.3,0
12/12/2002,0.929,13146.8,0
12/13/2002,0.941,13047.4,0
12/16/2002,0.879,12392.5,0
12/17/2002,0.904,11511,0
12/18/2002,0.904,11568.9,0
12/19/2002,0.842,11125.3,0
12/20/2002,0.842,11286.5,0
12/23/2002,0.842,10702.5,0
12/24/2002,0.83,10447.5,0
12/25/2002,0.817,10883.5,0
12/26/2002,0.83,10396.7,0
12/27/2002,0.817,10464,0
12/30/2002,0.817,10288.1,0
12/31/2002,0.805,10369.9,0
1/1/2003,0.805,10369.9,0
1/2/2003,0.817,10598.6,0
1/3/2003,0.904,10837.5,0
1/6/2003,0.879,10357.3,0
1/7/2003,0.83,9752.86,0
1/8/2003,0.904,10161.2,0
1/9/2003,0.916,10225.8,0
1/10/2003,0.904,10204,0
1/13/2003,0.916,10412.7,0
1/14/2003,0.904,10124.9,0
1/15/2003,0.916,10280.7,0
1/16/2003,0.929,10467.9,0
1/17/2003,0.904,10348.3,0
1/20/2003,0.904,10590.3,0
1/21/2003,0.941,10570.4,0
1/22/2003,0.954,10544.7,0
1/23/2003,0.941,10881.9,0
1/24/2003,0.929,10825.9,0
1/27/2003,0.929,10931.1,0
1/28/2003,0.929,10742.9,0
1/29/2003,0.929,10725.7,0
1/30/2003,0.916,10945.7,0
1/31/2003,0.929,11032,0
2/3/2003,0.916,11122,0
2/4/2003,0.916,10658.3,0
2/5/2003,0.892,10659.8,0
2/6/2003,0.916,10921.8,0
2/7/2003,0.904,11013.8,0
2/10/2003,0.904,11013.8,0
2/11/2003,0.904,11013.8,0
2/12/2003,0.904,11013.8,0
2/13/2003,0.904,11013.8,0
2/14/2003,0.904,11013.8,0
2/17/2003,0.904,11302.5,0
2/18/2003,0.904,11775.5,0
2/19/2003,0.904,11607.3,0
2/20/2003,0.916,11669.3,0
2/21/2003,0.904,11754,0
2/24/2003,0.892,11392.6,0
2/25/2003,0.904,11272.7,0
2/26/2003,0.892,11291.9,0
2/27/2003,0.892,11486.8,0
2/28/2003,0.892,11574.4,0
3/3/2003,0.805,10128.9,0
3/4/2003,0.855,10616.1,0
3/5/2003,0.842,10815.5,0
3/6/2003,0.855,10841.8,0
3/7/2003,0.855,10961.3,0
3/10/2003,0.855,10817.5,0
3/11/2003,0.867,10744.7,0
3/12/2003,0.879,10614,0
3/13/2003,0.904,10666.6,0
3/14/2003,0.904,10604.3,0
3/17/2003,0.842,9482.92,0
3/18/2003,0.904,10581.5,0
3/19/2003,0.793,9938.21,0
3/20/2003,0.78,9644.31,0
3/21/2003,0.768,9406.56,0
3/24/2003,0.718,8892.65,0
3/25/2003,0.768,9187.88,0
3/26/2003,0.78,9408.46,0
3/27/2003,0.83,9572.25,0
3/28/2003,0.817,9631.43,0
3/31/2003,0.83,9475.09,0
4/1/2003,0.842,9773.83,0
4/2/2003,0.855,9804.88,0
4/3/2003,0.892,10153.2,0
4/4/2003,0.879,10415,0
4/7/2003,0.892,10743,0
4/8/2003,0.904,10512.8,0
4/9/2003,0.904,10886.2,0
4/10/2003,0.892,10629.7,0
4/11/2003,0.954,10565.9,0
4/14/2003,1.003,11103.4,0
4/15/2003,0.997,11169,0
4/16/2003,0.997,11366,0
4/17/2003,1.003,11219.2,0
4/18/2003,1.071,11254,0
4/21/2003,1.108,11504.7,0
4/22/2003,1.133,11405.2,0
4/23/2003,1.133,11405.2,0
4/24/2003,1.108,11119.6,0
4/25/2003,1.115,11341.4,0
4/28/2003,1.115,11311.1,0
4/29/2003,1.121,11436.2,0
4/30/2003,1.133,11510,0
5/1/2003,1.164,11467.6,0
5/2/2003,1.158,11300.7,0
5/5/2003,1.214,11112.1,0
5/6/2003,1.183,10962.9,0
5/7/2003,1.177,10676.3,0
5/8/2003,1.164,10783.9,0
5/9/2003,1.17,10640.4,0
5/12/2003,1.189,10712.9,0
5/13/2003,1.127,10590.7,0
5/14/2003,1.108,10393.3,0
5/15/2003,1.102,10229.4,0
5/16/2003,1.108,10306.3,0
5/19/2003,1.108,10306.3,0
5/20/2003,1.096,10427,0
5/21/2003,1.084,10540.8,0
5/22/2003,1.09,10695.2,0
5/23/2003,1.084,11056.3,0
5/26/2003,1.065,11125.3,0
5/27/2003,1.115,11088.8,0
5/28/2003,1.102,11437.4,0
5/29/2003,1.084,11407.1,0
5/30/2003,1.084,11381.4,0
6/2/2003,1.053,11579.3,0
6/3/2003,1.065,11346.5,0
6/4/2003,1.053,11084.7,0
6/5/2003,1.047,11129.7,0
6/6/2003,1.077,10973.4,0
6/9/2003,1.071,10827.8,0
6/10/2003,1.065,10644.7,0
6/11/2003,1.059,10597.3,0
6/12/2003,1.133,10489.2,0
6/13/2003,1.133,10713.8,0
6/16/2003,1.121,11036.7,0
6/17/2003,1.102,11169.2,0
6/18/2003,1.096,11107.5,0
6/19/2003,1.09,10902.5,0
6/20/2003,1.071,10783.9,0
6/23/2003,1.096,10747.5,0
6/24/2003,1.09,10756.8,0
6/25/2003,1.065,10740.2,0
6/26/2003,1.071,10927.8,0
6/27/2003,1.077,10981.2,0
6/30/2003,1.053,10884.4,0
7/1/2003,1.065,10749.8,0
7/2/2003,1.047,10690.9,0
7/3/2003,1.065,10726.5,0
7/4/2003,1.071,10502.9,0
7/7/2003,1.065,10351.8,0
7/8/2003,1.071,10546.9,0
7/9/2003,1.059,10364.9,0
7/10/2003,1.065,10399.7,0
7/11/2003,1.084,10454.9,0
7/14/2003,1.071,10658.8,0
7/15/2003,1.065,10918.6,0
7/16/2003,1.04,10791.4,0
7/17/2003,1.034,10751.5,0
7/18/2003,1.053,10856.8,0
7/21/2003,1.071,10827.3,0
7/22/2003,1.04,10544.5,0
7/23/2003,1.034,10463.8,0
7/24/2003,1.04,10475.2,0
7/25/2003,1.04,10561.3,0
7/28/2003,1.034,10598.3,0
7/29/2003,1.047,10478.3,0
7/30/2003,1.028,10445,0
7/31/2003,1.028,10572,0
8/1/2003,1.034,10621.2,0
8/4/2003,1.071,11112.1,0
8/5/2003,1.034,11499.9,0
8/6/2003,1.028,11311.1,0
8/7/2003,1.059,11547.4,0
8/8/2003,1.065,11558.5,0
8/11/2003,1.071,11762.3,0
8/12/2003,1.059,11860.1,0
8/13/2003,1.059,11916.1,0
8/14/2003,1.04,11794.9,0
8/15/2003,1.053,11877.5,0
8/18/2003,1.059,11661.2,0
8/19/2003,1.059,11688.9,0
8/20/2003,1.065,11557,0
8/21/2003,1.146,11845.9,0
8/22/2003,1.133,12001.1,0
8/25/2003,1.115,11798,0
8/26/2003,1.102,11735.2,0
8/27/2003,1.115,11623.4,0
8/28/2003,1.115,11509,0
8/29/2003,1.133,11611.8,0
9/1/2003,1.127,11652.8,0
9/2/2003,1.115,11637.1,0
9/3/2003,1.096,11671.8,0
9/4/2003,1.084,11636.5,0
9/5/2003,1.084,11631.8,0
9/8/2003,1.016,11581.3,0
9/9/2003,1.084,11946.7,0
9/10/2003,1.077,12317.7,0
9/11/2003,1.065,12507,0
9/12/2003,1.071,12715.2,0
9/15/2003,1.065,12662.5,0
9/16/2003,1.059,13005,0
9/17/2003,1.053,12958.2,0
9/18/2003,1.053,13419.3,0
9/19/2003,1.047,13663.5,0
9/22/2003,1.059,13845,0
9/23/2003,1.071,14031.1,0
9/24/2003,1.077,13798.3,0
9/25/2003,1.121,13935.7,0
9/26/2003,1.127,13758.8,0
9/29/2003,1.096,13255.9,0
9/30/2003,1.108,13055.9,0
10/1/2003,1.102,13444,0
10/2/2003,1.102,13880.5,0
10/3/2003,1.108,14210.2,0
10/6/2003,1.102,15719.7,0
10/7/2003,1.108,15482.7,0
10/8/2003,1.102,15147.8,0
10/9/2003,1.108,14907,0
10/10/2003,1.127,15420.6,0
10/13/2003,1.127,15064.8,0
10/14/2003,0.725,15023,0
10/15/2003,0.731,15382.2,0
10/16/2003,0.78,15596.8,0
10/17/2003,0.768,15381.9,0
10/20/2003,0.762,15358.7,0
10/21/2003,0.768,15595.3,0
10/22/2003,0.755,15300.3,0
10/23/2003,0.755,14829.5,0
10/24/2003,0.762,14866.3,0
10/27/2003,0.749,14564.8,0
10/28/2003,0.755,14673.4,0
10/29/2003,0.755,14673.4,0
10/30/2003,0.768,15379.7,0
10/31/2003,0.768,15754.3,0
11/3/2003,0.762,16341.2,0
11/4/2003,0.799,16268.3,0
11/5/2003,0.824,16408.3,0
11/6/2003,0.811,15536.8,0
11/7/2003,0.873,15708.1,0
11/10/2003,0.954,15528.6,0
11/11/2003,0.91,15224.1,0
11/12/2003,0.904,15771.4,0
11/13/2003,0.898,16056.6,0
11/14/2003,0.898,16080.7,0
11/17/2003,0.886,15687.1,0
11/18/2003,0.954,15760.5,0
11/19/2003,0.96,15780.2,0
11/20/2003,0.916,14617.5,0
11/21/2003,0.916,14617.5,0
11/24/2003,0.916,14617.5,0
11/25/2003,0.916,14617.5,0
11/26/2003,0.916,14617.5,0
11/27/2003,0.916,14617.5,0
11/28/2003,0.916,14617.5,0
12/1/2003,0.985,16007.6,0
12/2/2003,1.022,16242,0
12/3/2003,1.022,16389.6,0
12/4/2003,1.003,16271.9,0
12/5/2003,0.997,16504.8,0
12/8/2003,0.985,16913.3,0
12/9/2003,0.991,16861,0
12/10/2003,0.991,16614.7,0
12/11/2003,0.947,16551.6,0
12/12/2003,0.991,16955.2,0
12/15/2003,0.978,17410,0
12/16/2003,0.997,17208.5,0
12/17/2003,1.053,17230.8,0
12/18/2003,1.053,17742.4,0
12/19/2003,1.034,18206.1,0
12/22/2003,1.04,18387.6,0
12/23/2003,1.022,18242,0
12/24/2003,1.003,18239.9,0
12/25/2003,0.972,17643.7,0
12/26/2003,0.985,17996.8,0
12/29/2003,1.003,17973.9,0
12/30/2003,0.991,18292.9,0
12/31/2003,0.997,18625,0
1/1/2004,0.997,18625,0
1/2/2004,1.009,19147.7,0
1/5/2004,1.053,19696.6,0
1/6/2004,1.071,19013.8,0
1/7/2004,1.071,19382.8,0
1/8/2004,1.077,19404.9,0
1/9/2004,1.115,19926.5,0
1/12/2004,1.108,19558.8,0
1/13/2004,1.108,19460.3,0
1/14/2004,1.096,18818.6,0
1/15/2004,1.146,18952.2,0
1/16/2004,1.164,18301.2,0
1/19/2004,1.183,17788.6,0
1/20/2004,1.288,18832.8,0
1/21/2004,1.375,18899.9,0
1/22/2004,1.449,18518.1,0
1/23/2004,1.449,18518.1,0
1/26/2004,1.486,18356.5,0
1/27/2004,1.437,17899.5,0
1/28/2004,1.461,17902,0
1/29/2004,1.437,17282.3,0
1/30/2004,1.561,17259.3,0
2/2/2004,1.561,17259.3,0
2/3/2004,1.561,17259.3,0
2/4/2004,1.561,17259.3,0
2/5/2004,1.61,17033.8,0
2/6/2004,1.585,16965.8,0
2/9/2004,1.548,17641,0
2/10/2004,1.598,17418.5,0
2/11/2004,1.598,18000.3,0
2/12/2004,1.821,18885.9,0
2/13/2004,1.944,19000.5,0
2/16/2004,1.647,19324.5,0
2/17/2004,1.672,19010.1,0
2/18/2004,1.697,19478.7,0
2/19/2004,1.87,18606,0
2/20/2004,1.499,18603.8,0
2/23/2004,1.474,18284,0
2/24/2004,1.461,18497.7,0
2/25/2004,1.486,18707.1,0
2/26/2004,1.511,18771.6,0
2/27/2004,1.486,18889.2,0
3/1/2004,1.474,18786.4,0
3/2/2004,1.486,19356.6,0
3/3/2004,1.486,19171.9,0
3/4/2004,1.461,19015.5,0
3/5/2004,1.449,19165.7,0
3/8/2004,1.424,19495.4,0
3/9/2004,1.4,19488.5,0
3/10/2004,1.449,19798.8,0
3/11/2004,1.412,19381.4,0
3/12/2004,1.437,19364.4,0
3/15/2004,1.412,19526.5,0
3/16/2004,1.412,19321.6,0
3/17/2004,1.437,19294.5,0
3/18/2004,1.511,19611.1,0
3/19/2004,1.499,20023.8,0
3/22/2004,1.486,20167.2,0
3/23/2004,1.486,20185.8,0
3/24/2004,1.511,20347.8,0
3/25/2004,1.499,20472.6,0
3/26/2004,1.511,20836.1,0
3/29/2004,1.499,20887,0
3/30/2004,1.486,20030.7,0
3/31/2004,1.511,20190.8,0
4/1/2004,1.486,20322.2,0
4/2/2004,1.474,20485,0
4/5/2004,1.461,20330.9,0
4/6/2004,1.461,20272.9,0
4/7/2004,1.474,20040.1,0
4/8/2004,1.449,19419.8,0
4/9/2004,1.523,19505.2,0
4/12/2004,1.536,19259.5,0
4/13/2004,1.523,19104.4,0
4/14/2004,1.511,18678.2,0
4/15/2004,1.486,18687.5,0
4/16/2004,1.536,19269.5,0
4/19/2004,1.548,19935.7,0
4/20/2004,1.523,19528.1,0
4/21/2004,1.536,19270.4,0
4/22/2004,1.548,19431.5,0
4/23/2004,1.548,19431.5,0
4/26/2004,1.499,18586.5,0
4/27/2004,1.499,18217.1,0
4/28/2004,1.486,18229.7,0
4/29/2004,1.486,17737.9,0
4/30/2004,1.474,18022.7,0
5/3/2004,1.437,17678.3,0
5/4/2004,1.449,18244.7,0
5/5/2004,1.4,18272.4,0
5/6/2004,1.4,17624.1,0
5/7/2004,1.325,17002,0
5/10/2004,1.313,16807.7,0
5/11/2004,1.288,17102.5,0
5/12/2004,1.313,17144.7,0
5/13/2004,1.263,16645.9,0
5/14/2004,1.288,16531.3,0
5/17/2004,1.276,15922.4,0
5/18/2004,1.288,16124.3,0
5/19/2004,1.288,16124.3,0
5/20/2004,1.3,16334.2,0
5/21/2004,1.3,16628.8,0
5/24/2004,1.3,17167.4,0
5/25/2004,1.313,16791.1,0
5/26/2004,1.325,17235.5,0
5/27/2004,1.325,17164,0
5/28/2004,1.313,17327.9,0
5/31/2004,1.313,17081.1,0
6/1/2004,1.3,16766.8,0
6/2/2004,1.325,16867.5,0
6/3/2004,1.4,17044.4,0
6/4/2004,1.387,17708.2,0
6/7/2004,1.412,18020.3,0
6/8/2004,1.412,17604.1,0
6/9/2004,1.437,17615.6,0
6/10/2004,1.437,17786.4,0
6/11/2004,1.424,17664.5,0
6/14/2004,1.412,17079.8,0
6/15/2004,1.424,17230.5,0
6/16/2004,1.449,17099,0
6/17/2004,1.387,16901.4,0
6/18/2004,1.424,16964.1,0
6/21/2004,1.4,16785.4,0
6/22/2004,1.437,16752.8,0
6/23/2004,1.437,16820,0
6/24/2004,1.424,16888.6,0
6/25/2004,1.412,17355.2,0
6/28/2004,1.412,17710.4,0
6/29/2004,1.4,17735.5,0
6/30/2004,1.4,17967.6,0
7/1/2004,1.412,18290.3,0
7/2/2004,1.424,18416.4,0
7/5/2004,1.412,18554.8,0
7/6/2004,1.424,18237.6,0
7/7/2004,1.412,18296.7,0
7/8/2004,1.424,18076.9,0
7/9/2004,1.437,18327.1,0
7/12/2004,1.511,18368.4,0
7/13/2004,1.486,18493,0
7/14/2004,1.474,18635.2,0
7/15/2004,1.536,18966.2,0
7/16/2004,1.536,19157.3,0
7/19/2004,1.511,18945,0
7/20/2004,1.523,18881.3,0
7/21/2004,1.486,18779.8,0
7/22/2004,1.499,18628.7,0
7/23/2004,1.523,18904.3,0
7/26/2004,1.536,18645.4,0
7/27/2004,1.573,18774.6,0
7/28/2004,1.573,19018.6,0
7/29/2004,1.635,19111.4,0
7/30/2004,1.635,19380.9,0
8/2/2004,1.585,19698.1,0
8/3/2004,1.622,19427.4,0
8/4/2004,1.622,19048.5,0
8/5/2004,1.622,19344.3,0
8/6/2004,1.61,19187.6,0
8/9/2004,1.622,19248.1,0
8/10/2004,1.697,19392.6,0
8/11/2004,1.635,18908.6,0
8/12/2004,1.672,18775.5,0
8/13/2004,1.709,18826,0
8/16/2004,1.808,18832.2,0
8/17/2004,1.784,19459.7,0
8/18/2004,1.734,19268.1,0
8/19/2004,1.796,19187.8,0
8/20/2004,1.759,19286.3,0
8/23/2004,1.771,19363.7,0
8/24/2004,1.759,19663.6,0
8/25/2004,1.734,19558,0
8/26/2004,1.734,19572.3,0
8/27/2004,1.771,19855.3,0
8/30/2004,1.771,19855.3,0
8/31/2004,1.771,20218.4,0
9/1/2004,1.759,20512.2,0
9/2/2004,1.722,20525.9,0
9/3/2004,1.746,20775,0
9/6/2004,1.746,20851.6,0
9/7/2004,1.771,21119.2,0
9/8/2004,1.746,21468.3,0
9/9/2004,1.759,21398,0
9/10/2004,1.759,21004.1,0
9/13/2004,1.771,21060.2,0
9/14/2004,1.771,21705.3,0
9/15/2004,1.759,21616.4,0
9/16/2004,1.759,21704.8,0
9/17/2004,1.722,20833.2,0
9/20/2004,1.734,20373.4,0
9/21/2004,1.771,21192.8,0
9/22/2004,1.759,21491.4,0
9/23/2004,1.771,22276.7,0
9/24/2004,1.759,22307.4,0
9/27/2004,1.759,22082.9,0
9/28/2004,1.783,22293.8,0
9/29/2004,1.845,22219.9,0
9/30/2004,1.783,21953.5,0
10/1/2004,1.771,21722.5,0
10/4/2004,1.759,21987.7,0
10/5/2004,1.759,21612.5,0
10/6/2004,1.833,22287.1,0
10/7/2004,1.796,22432.2,0
10/8/2004,1.808,22951.4,0
10/11/2004,1.845,22787.3,0
10/12/2004,1.833,22289.9,0
10/13/2004,1.808,22630,0
10/14/2004,1.845,22318.9,0
10/15/2004,1.833,22477.1,0
10/18/2004,1.895,22334.3,0
10/19/2004,1.895,22550.9,0
10/20/2004,1.87,22220.8,0
10/21/2004,1.907,22201.5,0
10/22/2004,1.957,22244,0
10/25/2004,2.316,21907.8,0
10/26/2004,2.304,22142.5,0
10/27/2004,2.18,22565.8,0
10/28/2004,2.304,22899.9,0
10/29/2004,2.304,22899.9,0
11/1/2004,2.254,22857.9,0
11/2/2004,2.291,23215.6,0
11/3/2004,2.291,23437.8,0
11/4/2004,2.366,23006.4,0
11/5/2004,2.638,23215.6,0
11/8/2004,2.849,22616,0
11/9/2004,2.626,22544.3,0
11/10/2004,2.551,22618,0
11/11/2004,2.427,22186.9,0
11/12/2004,2.353,22104.7,0
11/15/2004,2.353,22104.7,0
11/16/2004,2.353,22104.7,0
11/17/2004,2.353,22566.4,0
11/18/2004,2.353,23132.6,0
11/19/2004,2.601,23176.7,0
11/22/2004,2.601,23003.7,0
11/23/2004,2.675,23472.4,0
11/24/2004,2.626,23516.3,0
11/25/2004,2.65,23464.5,0
11/26/2004,2.65,23293.2,0
11/29/2004,2.551,22799.2,0
11/30/2004,2.118,22486.2,0
12/1/2004,2.054,22560.9,0
12/2/2004,2.019,23150.1,0
12/3/2004,1.924,23008.1,0
12/6/2004,1.895,23049.5,0
12/7/2004,1.845,23075.6,0
12/8/2004,1.758,22625.4,0
12/9/2004,1.781,22679.9,0
12/10/2004,1.757,22943.7,0
12/13/2004,1.733,23634.8,0
12/14/2004,1.66,23417.9,0
12/15/2004,1.647,23289.7,0
12/16/2004,1.647,23935.2,0
12/17/2004,1.71,24360.6,0
12/20/2004,1.734,24341.4,0
12/21/2004,1.784,24044.6,0
12/22/2004,1.783,24525.3,0
12/23/2004,1.722,24430.8,0
12/24/2004,1.684,24537.7,0
12/27/2004,1.671,24590.8,0
12/28/2004,1.722,24935.8,0
12/29/2004,1.734,24971.7,0
12/30/2004,1.734,24971.7,0
12/31/2004,1.734,24971.7,0
1/3/2005,1.734,25445.2,0
1/4/2005,1.759,25042,0
1/5/2005,1.722,24422.9,0
1/6/2005,1.759,24561.8,0
1/7/2005,1.734,25308.3,0
1/10/2005,1.709,25604.7,0
1/11/2005,1.734,26110.2,0
1/12/2005,1.783,26271.3,0
1/13/2005,1.771,26493,0
1/14/2005,1.771,26362.7,0
1/17/2005,1.759,26863.2,0
1/18/2005,1.895,26813.1,0
1/19/2005,1.845,26918.1,0
1/20/2005,1.845,26918.1,0
1/21/2005,1.845,26918.1,0
1/24/2005,1.845,26469.4,0
1/25/2005,1.883,26860,0
1/26/2005,1.932,27056,0
1/27/2005,1.92,27302.7,0
1/28/2005,1.944,27074.1,0
1/31/2005,1.994,27330.3,0
2/1/2005,2.031,27849.8,0
2/2/2005,2.056,27936.5,0
2/3/2005,2.192,27554.8,0
2/4/2005,2.205,27813.2,0
2/7/2005,2.266,28201.7,0
2/8/2005,2.242,28269.7,0
2/9/2005,2.192,27528.1,0
2/10/2005,2.143,27308.8,0
2/11/2005,2.155,27736.3,0
2/14/2005,2.18,28003.6,0
2/15/2005,2.167,28164.1,0
2/16/2005,2.118,27661.6,0
2/17/2005,2.118,27000.4,0
2/18/2005,2.13,27293.2,0
2/21/2005,2.093,26864.3,0
2/22/2005,2.093,26657.4,0
2/23/2005,2.118,26921.3,0
2/24/2005,2.18,27354.6,0
2/25/2005,2.155,28031.4,0
2/28/2005,2.068,28396.2,0
3/1/2005,2.044,27768.5,0
3/2/2005,2.044,27226.4,0
3/3/2005,2.118,27558.9,0
3/4/2005,2.105,27663.2,0
3/7/2005,2.229,27789.9,0
3/8/2005,2.192,27698.3,0
3/9/2005,2.205,27746.4,0
3/10/2005,2.242,27519.8,0
3/11/2005,2.242,27572.8,0
3/14/2005,2.18,26936.8,0
3/15/2005,2.118,26547.2,0
3/16/2005,2.081,25331.7,0
3/17/2005,2.056,24476,0
3/18/2005,2.093,25348.5,0
3/21/2005,2.13,24636.7,0
3/22/2005,2.254,25218.2,0
3/23/2005,2.279,24439.3,0
3/24/2005,2.266,25068.5,0
3/25/2005,2.279,25502.6,0
3/28/2005,2.229,24842.2,0
3/29/2005,2.205,24479.7,0
3/30/2005,2.192,24600.9,0
3/31/2005,2.217,25557.8,0
4/1/2005,2.229,25740.8,0
4/4/2005,2.217,25445.1,0
4/5/2005,2.18,25682.5,0
4/6/2005,2.155,26056.6,0
4/7/2005,2.155,25831.2,0
4/8/2005,2.18,25786.4,0
4/11/2005,2.068,25370.3,0
4/12/2005,1.982,25078,0
4/13/2005,2.019,25293.2,0
4/14/2005,1.982,24542,0
4/15/2005,1.957,23853.3,0
4/18/2005,1.907,23285.9,0
4/19/2005,1.982,24143.9,0
4/20/2005,2.006,24175.9,0
4/21/2005,1.969,24419.4,0
4/22/2005,1.969,24730.8,0
4/25/2005,1.944,24798.1,0
4/26/2005,1.932,24484,0
4/27/2005,1.92,24070.1,0
4/28/2005,1.92,23519.6,0
4/29/2005,1.92,23591.6,0
5/2/2005,1.932,24253,0
5/3/2005,1.944,24137.9,0
5/4/2005,1.92,24560.2,0
5/5/2005,1.957,25099.9,0
5/6/2005,1.92,24950.8,0
5/9/2005,1.907,24702.2,0
5/10/2005,1.895,24688.3,0
5/11/2005,1.907,24662.9,0
5/12/2005,1.883,25114.4,0
5/13/2005,1.907,25325.7,0
5/16/2005,1.796,24921.3,0
5/17/2005,1.796,24846.1,0
5/18/2005,1.833,25205.5,0
5/19/2005,1.833,25205.5,0
5/20/2005,1.883,25464.9,0
5/23/2005,1.783,24329.1,0
5/24/2005,1.796,24140.9,0
5/25/2005,1.783,24119.8,0
5/26/2005,1.783,24054.1,0
5/27/2005,1.783,24453.1,0
5/30/2005,1.858,24977.8,0
5/31/2005,1.883,25236.5,0
6/1/2005,1.87,25230.8,0
6/2/2005,1.932,25799.1,0
6/3/2005,1.932,26051.6,0
6/6/2005,1.92,25533.1,0
6/7/2005,1.957,25478,0
6/8/2005,1.969,25779.8,0
6/9/2005,2.081,25500,0
6/10/2005,2.056,25725.2,0
6/13/2005,2.056,25610,0
6/14/2005,2.093,25929.9,0
6/15/2005,2.056,26209.4,0
6/16/2005,2.068,26579.7,0
6/17/2005,2.031,26529.3,0
6/20/2005,1.982,26709.2,0
6/21/2005,2.006,26746.4,0
6/22/2005,2.006,26779.3,0
6/23/2005,2.031,27021.5,0
6/24/2005,2.031,27033.4,0
6/27/2005,2.044,26597.8,0
6/28/2005,2.044,26811.4,0
6/29/2005,2.031,27135.9,0
6/30/2005,2.006,26957.3,0
7/1/2005,2.019,27616.9,0
7/4/2005,2.031,27702.3,0
7/5/2005,2.006,27377.6,0
7/6/2005,1.982,27781.3,0
7/7/2005,1.969,27689.5,0
7/8/2005,2.006,27842.4,0
7/11/2005,2.019,27808.1,0
7/12/2005,2.155,27689.2,0
7/13/2005,2.192,28061.9,0
7/14/2005,2.217,28500.9,0
7/15/2005,2.242,28427.3,0
7/18/2005,2.217,28402.7,0
7/19/2005,2.279,28675.4,0
7/20/2005,2.242,28713.4,0
7/21/2005,2.366,28992.1,0
7/22/2005,2.341,29188.1,0
7/25/2005,2.353,29273.3,0
7/26/2005,2.316,28730.7,0
7/27/2005,2.304,29164.8,0
7/28/2005,2.527,29343,0
7/29/2005,2.824,29615.3,0
8/1/2005,3.245,29776.7,0
8/2/2005,2.873,29543.5,0
8/3/2005,2.898,29727.1,0
8/4/2005,2.824,30123.6,0
8/5/2005,2.774,29945.4,0
8/8/2005,2.626,29924.8,0
8/9/2005,2.576,29701,0
8/10/2005,2.675,29683.2,0
8/11/2005,2.65,29111.8,0
8/12/2005,2.65,28175.9,0
8/15/2005,2.576,28074.9,0
8/16/2005,2.65,28257.7,0
8/17/2005,2.65,27906.3,0
8/18/2005,2.7,28000,0
8/19/2005,2.675,28456.9,0
8/22/2005,2.824,28951.4,0
8/23/2005,2.749,29191.6,0
8/24/2005,2.799,29372.2,0
8/25/2005,2.774,29814.2,0
8/26/2005,2.849,30020.4,0
8/29/2005,2.799,30015.1,0
8/30/2005,2.799,30015.1,0
8/31/2005,2.799,30908,0
9/1/2005,2.824,31947.9,0
9/2/2005,2.849,31701.6,0
9/5/2005,2.923,31879.4,0
9/6/2005,2.898,31832.5,0
9/7/2005,2.923,31385,0
9/8/2005,2.948,31485.4,0
9/9/2005,2.948,32202.7,0
9/12/2005,3.047,32711.1,0
9/13/2005,2.972,32541.1,0
9/14/2005,3.047,32632.4,0
9/15/2005,3.071,33271.1,0
9/16/2005,3.022,33294.3,0
9/19/2005,2.972,33221.1,0
9/20/2005,2.972,33719.3,0
9/21/2005,2.948,33863.8,0
9/22/2005,2.972,33465.6,0
9/23/2005,2.997,33250.4,0
9/26/2005,2.972,33516,0
9/27/2005,2.923,33319.2,0
9/28/2005,2.972,32744.9,0
9/29/2005,2.948,33396.2,0
9/30/2005,2.873,33333.2,0
10/3/2005,2.948,34300.9,0
10/4/2005,2.898,35624.8,0
10/5/2005,2.898,34775.7,0
10/6/2005,2.898,33510.4,0
10/7/2005,2.923,33413.6,0
10/10/2005,2.923,33506,0
10/11/2005,2.923,34040.2,0
10/12/2005,2.873,33118.4,0
10/13/2005,2.849,32054.3,0
10/14/2005,2.849,31440,0
10/17/2005,2.824,31850.7,0
10/18/2005,2.824,31586.8,0
10/19/2005,2.774,30766.7,0
10/20/2005,2.824,31403.9,0
10/21/2005,2.774,31428.6,0
10/24/2005,2.7,31845.7,0
10/25/2005,2.849,31670,0
10/26/2005,2.849,31474.4,0
10/27/2005,3.171,31273.3,0
10/28/2005,3.047,31038.5,0
10/31/2005,2.972,31964,0
11/1/2005,2.923,32792,0
11/2/2005,2.972,33152.1,0
11/3/2005,2.972,33152.1,0
11/4/2005,2.972,33152.1,0
11/7/2005,3.195,33830.1,0
11/8/2005,3.616,33749.4,0
11/9/2005,3.344,33848.3,0
11/10/2005,3.393,34709.6,0
11/11/2005,3.245,34096.3,0
